,itemID,userID,reviewerID,asin
10786,473,2340,A1SP366J07MNU,B001PME0VM
10787,483,2340,A1SP366J07MNU,B00F4HAFU4
10788,1055,2340,A1SP366J07MNU,B000J05GKA
10789,1976,2340,A1SP366J07MNU,B003VQR1SE
10790,11,2341,A3FFKU2MTCOBM1,B009QYH32O
10791,26,2341,A3FFKU2MTCOBM1,B0010T3QT2
10792,27,2341,A3FFKU2MTCOBM1,B002M8177I
10795,295,2341,A3FFKU2MTCOBM1,B002K9PIKG
10798,654,2341,A3FFKU2MTCOBM1,B004NNEGWS
10799,786,2341,A3FFKU2MTCOBM1,B004I00UVW
10800,856,2341,A3FFKU2MTCOBM1,B00G4TYP5W
10802,11,2527,AK7CAW3N1XZV6,B009QYH32O
10804,103,2527,AK7CAW3N1XZV6,B004O49F7M
10805,178,2527,AK7CAW3N1XZV6,B002JG0DMS
10806,179,2527,AK7CAW3N1XZV6,B004F9QBBY
10808,261,2527,AK7CAW3N1XZV6,B009QYHAIQ
10809,358,2527,AK7CAW3N1XZV6,B000MFHX3U
10810,422,2527,AK7CAW3N1XZV6,B004U9TEEA
10812,837,2527,AK7CAW3N1XZV6,B00006IFLD
10814,1089,2527,AK7CAW3N1XZV6,B0006ACWEQ
10816,1332,2527,AK7CAW3N1XZV6,B000VWJ210
10817,2131,2527,AK7CAW3N1XZV6,B00006IEE3
10818,11,2702,A1EX5SK2PD0XLC,B009QYH32O
10819,89,2702,A1EX5SK2PD0XLC,B000A0HGPM
10820,93,2702,A1EX5SK2PD0XLC,B004ZDL1CO
10823,509,2702,A1EX5SK2PD0XLC,B0025Z3J38
10824,657,2702,A1EX5SK2PD0XLC,B00006IFHD
10825,689,2702,A1EX5SK2PD0XLC,B00BB5DJU6
10826,711,2702,A1EX5SK2PD0XLC,B00007L6BZ
10827,823,2702,A1EX5SK2PD0XLC,B00092RJX0
10829,1094,2702,A1EX5SK2PD0XLC,B000I1WNV0
10830,1444,2702,A1EX5SK2PD0XLC,B002AMW324
10831,1704,2702,A1EX5SK2PD0XLC,B000MVV6AA
10832,2254,2702,A1EX5SK2PD0XLC,B00006JNI6
10833,11,3017,A23WE733QT4WGJ,B009QYH32O
10834,12,3017,A23WE733QT4WGJ,B00290FKOU
10835,25,3017,A23WE733QT4WGJ,B007TRUWG4
10836,45,3017,A23WE733QT4WGJ,B0091UBCAW
10839,88,3017,A23WE733QT4WGJ,B008I213WQ
10840,129,3017,A23WE733QT4WGJ,B003YT6RMY
10841,136,3017,A23WE733QT4WGJ,B0000AQNWI
10843,150,3017,A23WE733QT4WGJ,B00FZ8ZUGG
10844,168,3017,A23WE733QT4WGJ,B002M7XXAI
10845,226,3017,A23WE733QT4WGJ,B002M83WRG
10846,227,3017,A23WE733QT4WGJ,B0009F3P3U
10847,251,3017,A23WE733QT4WGJ,B003I5YFZA
10850,461,3017,A23WE733QT4WGJ,B004JCT47U
10851,515,3017,A23WE733QT4WGJ,B0039N3QO2
10852,524,3017,A23WE733QT4WGJ,B004D44UYQ
10853,587,3017,A23WE733QT4WGJ,B0039N7EI6
10855,685,3017,A23WE733QT4WGJ,B00A8YIAPA
10856,702,3017,A23WE733QT4WGJ,B005J31B0Q
10857,703,3017,A23WE733QT4WGJ,B00FW6RULY
10858,811,3017,A23WE733QT4WGJ,B004M23XH4
10859,901,3017,A23WE733QT4WGJ,B00FX51WJK
10860,1084,3017,A23WE733QT4WGJ,B004HO58VQ
10861,11,3022,A3JHC8O59WDHFZ,B009QYH32O
10862,379,3022,A3JHC8O59WDHFZ,B001HA0N2M
10863,529,3022,A3JHC8O59WDHFZ,B001E6BWVK
10865,626,3022,A3JHC8O59WDHFZ,B00AVWKUJI
10866,947,3022,A3JHC8O59WDHFZ,B00ATM1N9Q
10867,1440,3022,A3JHC8O59WDHFZ,B001E76ZFM
10868,1966,3022,A3JHC8O59WDHFZ,B0017LLYZG
10871,25,98,A3HRDRQ5VAFPQS,B007TRUWG4
10872,32,98,A3HRDRQ5VAFPQS,B002K9M8RC
10873,39,98,A3HRDRQ5VAFPQS,B003H04A42
10874,46,98,A3HRDRQ5VAFPQS,B000WU4H5C
10875,75,98,A3HRDRQ5VAFPQS,B002M7XXZ8
10877,148,98,A3HRDRQ5VAFPQS,B00466DTE8
10879,162,98,A3HRDRQ5VAFPQS,B008FYFXF0
10880,216,98,A3HRDRQ5VAFPQS,B009NSMN3W
10881,264,98,A3HRDRQ5VAFPQS,B000N4C1IW
10882,295,98,A3HRDRQ5VAFPQS,B002K9PIKG
10883,343,98,A3HRDRQ5VAFPQS,B0006HX1HG
10884,348,98,A3HRDRQ5VAFPQS,B003FHF98S
10887,404,98,A3HRDRQ5VAFPQS,B002M7W19C
10888,410,98,A3HRDRQ5VAFPQS,B00006HN5Q
10890,476,98,A3HRDRQ5VAFPQS,B004W6JOQO
10891,492,98,A3HRDRQ5VAFPQS,B002FGUDCM
10892,508,98,A3HRDRQ5VAFPQS,B000HHLBW2
10894,546,98,A3HRDRQ5VAFPQS,B001A1PKEY
10895,547,98,A3HRDRQ5VAFPQS,B00004Z5SN
10896,569,98,A3HRDRQ5VAFPQS,B0006VO7D4
10897,578,98,A3HRDRQ5VAFPQS,B003FGWCPM
10898,579,98,A3HRDRQ5VAFPQS,B0007KI6OU
10899,580,98,A3HRDRQ5VAFPQS,B004YU70H8
10900,581,98,A3HRDRQ5VAFPQS,B003KGBGO0
10901,582,98,A3HRDRQ5VAFPQS,B0007L1VO6
10902,583,98,A3HRDRQ5VAFPQS,B0050BPWBQ
10903,584,98,A3HRDRQ5VAFPQS,B004ZKXC2O
10904,585,98,A3HRDRQ5VAFPQS,B00AVWKUJS
10905,586,98,A3HRDRQ5VAFPQS,B00EU9V3QW
10906,587,98,A3HRDRQ5VAFPQS,B0039N7EI6
10907,588,98,A3HRDRQ5VAFPQS,B000HG9I5A
10908,589,98,A3HRDRQ5VAFPQS,B001PF1BSE
10909,590,98,A3HRDRQ5VAFPQS,B0013C7V24
10910,591,98,A3HRDRQ5VAFPQS,B005MR4QLU
10911,592,98,A3HRDRQ5VAFPQS,B004DNX8O0
10919,84,959,A3MDA891A1EPT8,B00548SAP0
10920,212,959,A3MDA891A1EPT8,B00BV1XGGM
10922,310,959,A3MDA891A1EPT8,B00BMLQRQC
10923,339,959,A3MDA891A1EPT8,B004DMAZOC
10924,341,959,A3MDA891A1EPT8,B00BQX5MFS
10927,90,1240,A3T1LD0C65QCWK,B000093L25
10928,104,1240,A3T1LD0C65QCWK,B000J0E9PI
10929,108,1240,A3T1LD0C65QCWK,B0085IQ28I
10930,112,1240,A3T1LD0C65QCWK,B0085IPZGS
10932,214,1240,A3T1LD0C65QCWK,B00AKWLSO0
10933,215,1240,A3T1LD0C65QCWK,B00CPXDK2U
10934,349,1240,A3T1LD0C65QCWK,B00FW6RS48
10935,649,1240,A3T1LD0C65QCWK,B00290N0RO
10937,782,1240,A3T1LD0C65QCWK,B004F9QBE6
10938,819,1240,A3T1LD0C65QCWK,B0046TRL0I
10939,1340,1240,A3T1LD0C65QCWK,B000068UWB
10940,1573,1240,A3T1LD0C65QCWK,B000FSOZE4
10941,1687,1240,A3T1LD0C65QCWK,B000GAU2RU
10942,2005,1240,A3T1LD0C65QCWK,B000GP0VIU
10945,15,1252,A2L5R1F9WALW7W,B0039N7ELS
10946,103,1252,A2L5R1F9WALW7W,B004O49F7M
10949,386,1252,A2L5R1F9WALW7W,B004M27EOW
10950,711,1252,A2L5R1F9WALW7W,B00007L6BZ
10953,25,2820,A3KZ7OH4VRL048,B007TRUWG4
10954,30,2820,A3KZ7OH4VRL048,B004NNEI94
10955,42,2820,A3KZ7OH4VRL048,B00G411O8G
10956,103,2820,A3KZ7OH4VRL048,B004O49F7M
10959,349,2820,A3KZ7OH4VRL048,B00FW6RS48
10960,422,2820,A3KZ7OH4VRL048,B004U9TEEA
10961,445,2820,A3KZ7OH4VRL048,B00D460T5I
10962,483,2820,A3KZ7OH4VRL048,B00F4HAFU4
10965,616,2820,A3KZ7OH4VRL048,B001A3QCEY
10966,643,2820,A3KZ7OH4VRL048,B0033UU1J4
10967,651,2820,A3KZ7OH4VRL048,B00FW6S3P6
10970,910,2820,A3KZ7OH4VRL048,B003EM2G6M
10971,1262,2820,A3KZ7OH4VRL048,B00D460T6W
10972,12,90,A3QDDEW6RXVEAY,B00290FKOU
10973,38,90,A3QDDEW6RXVEAY,B0006OF5MI
10974,42,90,A3QDDEW6RXVEAY,B00G411O8G
10975,66,90,A3QDDEW6RXVEAY,B00FZ909DE
10977,273,90,A3QDDEW6RXVEAY,B000E7D72C
10980,380,90,A3QDDEW6RXVEAY,B0000538AC
10981,527,90,A3QDDEW6RXVEAY,B00DGY5IPY
10982,544,90,A3QDDEW6RXVEAY,B004FQRW9W
10983,545,90,A3QDDEW6RXVEAY,B002M7VZXA
10984,546,90,A3QDDEW6RXVEAY,B001A1PKEY
10985,547,90,A3QDDEW6RXVEAY,B00004Z5SN
10986,548,90,A3QDDEW6RXVEAY,B00CRGP8B6
10992,12,163,A22CW0ZHY3NJH8,B00290FKOU
10993,14,163,A22CW0ZHY3NJH8,B00D632TA2
10994,15,163,A22CW0ZHY3NJH8,B0039N7ELS
10995,16,163,A22CW0ZHY3NJH8,B000FH1J6C
10997,92,163,A22CW0ZHY3NJH8,B0011EK90K
10998,101,163,A22CW0ZHY3NJH8,B004XOK1SU
11000,132,163,A22CW0ZHY3NJH8,B001BM2M8Y
11001,138,163,A22CW0ZHY3NJH8,B00CPXFEY2
11002,152,163,A22CW0ZHY3NJH8,B006Y7Z27E
11003,168,163,A22CW0ZHY3NJH8,B002M7XXAI
11004,180,163,A22CW0ZHY3NJH8,B0028Y43U4
11005,185,163,A22CW0ZHY3NJH8,B005C95NGK
11006,215,163,A22CW0ZHY3NJH8,B00CPXDK2U
11008,253,163,A22CW0ZHY3NJH8,B0055CAS1O
11009,277,163,A22CW0ZHY3NJH8,B009BUDM4G
11010,278,163,A22CW0ZHY3NJH8,B000MUUE86
11011,295,163,A22CW0ZHY3NJH8,B002K9PIKG
11012,310,163,A22CW0ZHY3NJH8,B00BMLQRQC
11013,329,163,A22CW0ZHY3NJH8,B003XDU8P8
11014,379,163,A22CW0ZHY3NJH8,B001HA0N2M
11015,411,163,A22CW0ZHY3NJH8,B00004Z5QO
11016,427,163,A22CW0ZHY3NJH8,B002M7U04U
11017,473,163,A22CW0ZHY3NJH8,B001PME0VM
11018,490,163,A22CW0ZHY3NJH8,B002NU5ND4
11021,610,163,A22CW0ZHY3NJH8,B000078CQ0
11023,650,163,A22CW0ZHY3NJH8,B002M7XQ2S
11025,679,163,A22CW0ZHY3NJH8,B00D7NYJ2W
11028,746,163,A22CW0ZHY3NJH8,B00006IDMJ
11030,767,163,A22CW0ZHY3NJH8,B00ATZ9QMO
11031,798,163,A22CW0ZHY3NJH8,B00006IF4D
11032,801,163,A22CW0ZHY3NJH8,B002FGUDGI
11033,802,163,A22CW0ZHY3NJH8,B000E5N0MG
11034,803,163,A22CW0ZHY3NJH8,B000DT89ZQ
11035,804,163,A22CW0ZHY3NJH8,B00EKW6JGI
11036,805,163,A22CW0ZHY3NJH8,B0010YQBJ4
11037,806,163,A22CW0ZHY3NJH8,B007MPIXGO
11038,807,163,A22CW0ZHY3NJH8,B00006IF89
11039,808,163,A22CW0ZHY3NJH8,B00006IDRW
11040,809,163,A22CW0ZHY3NJH8,B001L9M8JA
11041,810,163,A22CW0ZHY3NJH8,B0030GJAHK
11042,811,163,A22CW0ZHY3NJH8,B004M23XH4
11043,812,163,A22CW0ZHY3NJH8,B00AF1QVOI
11044,813,163,A22CW0ZHY3NJH8,B0089FA26U
11045,814,163,A22CW0ZHY3NJH8,B000083E73
11046,815,163,A22CW0ZHY3NJH8,B00DZFOH4W
11047,816,163,A22CW0ZHY3NJH8,B00006IFEQ
11048,817,163,A22CW0ZHY3NJH8,B0063B8B92
11049,818,163,A22CW0ZHY3NJH8,B00ASHH602
11050,819,163,A22CW0ZHY3NJH8,B0046TRL0I
11051,820,163,A22CW0ZHY3NJH8,B001E6C6GK
11052,821,163,A22CW0ZHY3NJH8,B0006HV2ZE
11053,822,163,A22CW0ZHY3NJH8,B00D3RDVY4
11054,823,163,A22CW0ZHY3NJH8,B00092RJX0
11055,824,163,A22CW0ZHY3NJH8,B00004VVIX
11056,825,163,A22CW0ZHY3NJH8,B00006IFBG
11057,826,163,A22CW0ZHY3NJH8,B000I8ZULI
11065,12,300,A3TPNC3TKGCCEI,B00290FKOU
11071,168,300,A3TPNC3TKGCCEI,B002M7XXAI
11077,648,300,A3TPNC3TKGCCEI,B00AQ2ADJK
11078,779,300,A3TPNC3TKGCCEI,B0039N7EOA
11079,818,300,A3TPNC3TKGCCEI,B00ASHH602
11081,969,300,A3TPNC3TKGCCEI,B001DJ80RC
11082,1071,300,A3TPNC3TKGCCEI,B002MPPBDC
11083,1146,300,A3TPNC3TKGCCEI,B003JTHMR8
11084,1147,300,A3TPNC3TKGCCEI,B004E1L25S
11085,1148,300,A3TPNC3TKGCCEI,B001IKKIVW
11086,12,368,A2BJ9I0BQ1LH5S,B00290FKOU
11089,75,368,A2BJ9I0BQ1LH5S,B002M7XXZ8
11090,309,368,A2BJ9I0BQ1LH5S,B0015DVEZQ
11091,476,368,A2BJ9I0BQ1LH5S,B004W6JOQO
11092,487,368,A2BJ9I0BQ1LH5S,B003FHBPRM
11093,490,368,A2BJ9I0BQ1LH5S,B002NU5ND4
11094,733,368,A2BJ9I0BQ1LH5S,B00004Z498
11095,782,368,A2BJ9I0BQ1LH5S,B004F9QBE6
11096,852,368,A2BJ9I0BQ1LH5S,B001PME1JI
11097,1272,368,A2BJ9I0BQ1LH5S,B0032OREFU
11098,12,665,A1POFVVXUZR3IQ,B00290FKOU
11101,105,665,A1POFVVXUZR3IQ,B008DF54N2
11102,106,665,A1POFVVXUZR3IQ,B001PV36V8
11104,144,665,A1POFVVXUZR3IQ,B0014CI10E
11105,163,665,A1POFVVXUZR3IQ,B009FFXVQQ
11106,202,665,A1POFVVXUZR3IQ,B00092PRCA
11107,210,665,A1POFVVXUZR3IQ,B001B648O6
11108,214,665,A1POFVVXUZR3IQ,B00AKWLSO0
11109,249,665,A1POFVVXUZR3IQ,B00CWY2KFU
11110,271,665,A1POFVVXUZR3IQ,B0006VQBTW
11111,302,665,A1POFVVXUZR3IQ,B008OEHWYG
11113,399,665,A1POFVVXUZR3IQ,B00015YRCG
11114,459,665,A1POFVVXUZR3IQ,B00260S6LM
11115,474,665,A1POFVVXUZR3IQ,B0019K3LI8
11116,557,665,A1POFVVXUZR3IQ,B002M8CTFC
11117,571,665,A1POFVVXUZR3IQ,B00006I58N
11119,652,665,A1POFVVXUZR3IQ,B009ZMOPA0
11120,686,665,A1POFVVXUZR3IQ,B000S161FO
11121,747,665,A1POFVVXUZR3IQ,B000H6B4KM
11124,838,665,A1POFVVXUZR3IQ,B00D4613Y4
11125,894,665,A1POFVVXUZR3IQ,B00EVC942I
11126,938,665,A1POFVVXUZR3IQ,B007CGUD1G
11127,939,665,A1POFVVXUZR3IQ,B005QAV6VQ
11128,973,665,A1POFVVXUZR3IQ,B000SHR71A
11129,974,665,A1POFVVXUZR3IQ,B004O6M8Z6
11132,1231,665,A1POFVVXUZR3IQ,B003GQ2RJM
11133,1368,665,A1POFVVXUZR3IQ,B000CCXXQY
11135,1408,665,A1POFVVXUZR3IQ,B001TDKOOO
11136,1430,665,A1POFVVXUZR3IQ,B004TUGZQK
11138,1528,665,A1POFVVXUZR3IQ,B00006IEEV
11139,1641,665,A1POFVVXUZR3IQ,B0050I7KQ4
11140,1663,665,A1POFVVXUZR3IQ,B002JFZERS
11141,1664,665,A1POFVVXUZR3IQ,B000OZF13W
11142,1665,665,A1POFVVXUZR3IQ,B000BQMW72
11145,12,929,A3BH63GKL7MQ2K,B00290FKOU
11146,37,929,A3BH63GKL7MQ2K,B002K9IHJK
11147,53,929,A3BH63GKL7MQ2K,B0039N3QFQ
11148,179,929,A3BH63GKL7MQ2K,B004F9QBBY
11149,271,929,A3BH63GKL7MQ2K,B0006VQBTW
11150,400,929,A3BH63GKL7MQ2K,B004A912OU
11151,525,929,A3BH63GKL7MQ2K,B004VJSFA8
11153,12,1036,A146H6A41B26QT,B00290FKOU
11154,37,1036,A146H6A41B26QT,B002K9IHJK
11155,75,1036,A146H6A41B26QT,B002M7XXZ8
11156,107,1036,A146H6A41B26QT,B000TS9ITM
11157,306,1036,A146H6A41B26QT,B002CRKUZO
11158,311,1036,A146H6A41B26QT,B002K9M6OW
11159,356,1036,A146H6A41B26QT,B001Q4FQU8
11161,515,1036,A146H6A41B26QT,B0039N3QO2
11162,545,1036,A146H6A41B26QT,B002M7VZXA
11163,547,1036,A146H6A41B26QT,B00004Z5SN
11164,617,1036,A146H6A41B26QT,B002R5ARNG
11166,12,1338,AXVKMYWNIHK7W,B00290FKOU
11171,272,1338,AXVKMYWNIHK7W,B0035FX5MC
11174,397,1338,AXVKMYWNIHK7W,B000BOBWRA
11175,515,1338,AXVKMYWNIHK7W,B0039N3QO2
11176,592,1338,AXVKMYWNIHK7W,B004DNX8O0
11177,643,1338,AXVKMYWNIHK7W,B0033UU1J4
11180,12,1590,A3TB9HNQR54B5V,B00290FKOU
11181,26,1590,A3TB9HNQR54B5V,B0010T3QT2
11182,48,1590,A3TB9HNQR54B5V,B00EU9V5EM
11183,53,1590,A3TB9HNQR54B5V,B0039N3QFQ
11184,108,1590,A3TB9HNQR54B5V,B0085IQ28I
11185,149,1590,A3TB9HNQR54B5V,B000ZHB2HS
11186,254,1590,A3TB9HNQR54B5V,B0027CTFBO
11187,324,1590,A3TB9HNQR54B5V,B002ECFIDG
11188,358,1590,A3TB9HNQR54B5V,B000MFHX3U
11190,386,1590,A3TB9HNQR54B5V,B004M27EOW
11191,439,1590,A3TB9HNQR54B5V,B001KNK58S
11193,490,1590,A3TB9HNQR54B5V,B002NU5ND4
11195,587,1590,A3TB9HNQR54B5V,B0039N7EI6
11196,635,1590,A3TB9HNQR54B5V,B00004Z5SM
11197,824,1590,A3TB9HNQR54B5V,B00004VVIX
11200,12,1797,API5JLBRT6FIN,B00290FKOU
11201,15,1797,API5JLBRT6FIN,B0039N7ELS
11202,51,1797,API5JLBRT6FIN,B002M7W098
11203,107,1797,API5JLBRT6FIN,B000TS9ITM
11204,287,1797,API5JLBRT6FIN,B004YGBIVQ
11205,311,1797,API5JLBRT6FIN,B002K9M6OW
11206,414,1797,API5JLBRT6FIN,B003OCW702
11207,487,1797,API5JLBRT6FIN,B003FHBPRM
11211,12,1828,ATR2C537XOMQ0,B00290FKOU
11212,69,1828,ATR2C537XOMQ0,B002K9GOPE
11214,289,1828,ATR2C537XOMQ0,B0067Y5N46
11217,490,1828,ATR2C537XOMQ0,B002NU5ND4
11218,545,1828,ATR2C537XOMQ0,B002M7VZXA
11219,705,1828,ATR2C537XOMQ0,B00BXCDOAM
11220,739,1828,ATR2C537XOMQ0,B005IMAO2E
11222,973,1828,ATR2C537XOMQ0,B000SHR71A
11223,1034,1828,ATR2C537XOMQ0,B00BXCDOH0
11224,1102,1828,ATR2C537XOMQ0,B005YGLA5Y
11225,12,1887,A1GNYV0RA0EQSS,B00290FKOU
11226,25,1887,A1GNYV0RA0EQSS,B007TRUWG4
11227,26,1887,A1GNYV0RA0EQSS,B0010T3QT2
11230,397,1887,A1GNYV0RA0EQSS,B000BOBWRA
11232,650,1887,A1GNYV0RA0EQSS,B002M7XQ2S
11233,817,1887,A1GNYV0RA0EQSS,B0063B8B92
11234,1121,1887,A1GNYV0RA0EQSS,B006YCJZ3G
11235,1297,1887,A1GNYV0RA0EQSS,B004FM76BK
11236,1348,1887,A1GNYV0RA0EQSS,B008FYGJ3A
11237,1398,1887,A1GNYV0RA0EQSS,B00DTOTBNQ
11238,1461,1887,A1GNYV0RA0EQSS,B007F9IP7Y
11239,2195,1887,A1GNYV0RA0EQSS,B005P99KT8
11240,12,1917,A3FG0FQHNV2UP2,B00290FKOU
11241,145,1917,A3FG0FQHNV2UP2,B00FWR9NH2
11242,154,1917,A3FG0FQHNV2UP2,B00FZ8ZRKU
11243,249,1917,A3FG0FQHNV2UP2,B00CWY2KFU
11244,294,1917,A3FG0FQHNV2UP2,B0073W71ZA
11245,422,1917,A3FG0FQHNV2UP2,B004U9TEEA
11246,515,1917,A3FG0FQHNV2UP2,B0039N3QO2
11247,578,1917,A3FG0FQHNV2UP2,B003FGWCPM
11248,635,1917,A3FG0FQHNV2UP2,B00004Z5SM
11250,729,1917,A3FG0FQHNV2UP2,B00FW6RMF8
11251,783,1917,A3FG0FQHNV2UP2,B00006ICF7
11253,12,2509,AFG4HIHMX312C,B00290FKOU
11254,146,2509,AFG4HIHMX312C,B0045Z4PGQ
11256,272,2509,AFG4HIHMX312C,B0035FX5MC
11258,358,2509,AFG4HIHMX312C,B000MFHX3U
11260,587,2509,AFG4HIHMX312C,B0039N7EI6
11261,615,2509,AFG4HIHMX312C,B0012YXVGI
11262,697,2509,AFG4HIHMX312C,B0045Z8O72
11264,12,2829,A1XJOSJN6FHFO0,B00290FKOU
11265,26,2829,A1XJOSJN6FHFO0,B0010T3QT2
11266,27,2829,A1XJOSJN6FHFO0,B002M8177I
11268,72,2829,A1XJOSJN6FHFO0,B002K9M7MS
11269,138,2829,A1XJOSJN6FHFO0,B00CPXFEY2
11270,168,2829,A1XJOSJN6FHFO0,B002M7XXAI
11271,217,2829,A1XJOSJN6FHFO0,B00AQ2AGRY
11272,256,2829,A1XJOSJN6FHFO0,B006CSRZHA
11273,271,2829,A1XJOSJN6FHFO0,B0006VQBTW
11274,351,2829,A1XJOSJN6FHFO0,B00CL55JQM
11277,404,2829,A1XJOSJN6FHFO0,B002M7W19C
11279,771,2829,A1XJOSJN6FHFO0,B00347A8JE
11280,951,2829,A1XJOSJN6FHFO0,B000A6X9CU
11282,2135,2829,A1XJOSJN6FHFO0,B0094V8B8O
11283,12,2972,AFZJNYR931ZCN,B00290FKOU
11284,32,2972,AFZJNYR931ZCN,B002K9M8RC
11285,69,2972,AFZJNYR931ZCN,B002K9GOPE
11286,81,2972,AFZJNYR931ZCN,B005X9VZ70
11288,130,2972,AFZJNYR931ZCN,B000ANLD1M
11291,446,2972,AFZJNYR931ZCN,B0018179YU
11292,510,2972,AFZJNYR931ZCN,B00FW6RUIC
11294,617,2972,AFZJNYR931ZCN,B002R5ARNG
11295,734,2972,AFZJNYR931ZCN,B00AWHS7YC
11296,777,2972,AFZJNYR931ZCN,B001PMHURI
11297,1272,2972,AFZJNYR931ZCN,B0032OREFU
11298,1506,2972,AFZJNYR931ZCN,B004I5AQ4S
11299,1957,2972,AFZJNYR931ZCN,B0036R9ZHI
11300,12,3152,A2WJSPKOKQRB78,B00290FKOU
11301,200,3152,A2WJSPKOKQRB78,B00004Z69W
11303,706,3152,A2WJSPKOKQRB78,B005IIR8HM
11305,1228,3152,A2WJSPKOKQRB78,B003SLC3IU
11306,12,3273,A1PW5SQLR0Z6IH,B00290FKOU
11307,26,3273,A1PW5SQLR0Z6IH,B0010T3QT2
11308,49,3273,A1PW5SQLR0Z6IH,B003VQHSXW
11310,272,3273,A1PW5SQLR0Z6IH,B0035FX5MC
11311,354,3273,A1PW5SQLR0Z6IH,B0017D3UME
11312,389,3273,A1PW5SQLR0Z6IH,B003VNE25M
11313,487,3273,A1PW5SQLR0Z6IH,B003FHBPRM
11315,584,3273,A1PW5SQLR0Z6IH,B004ZKXC2O
11317,736,3273,A1PW5SQLR0Z6IH,B003I869CY
11318,898,3273,A1PW5SQLR0Z6IH,B004E1L29Y
11319,971,3273,A1PW5SQLR0Z6IH,B00347A85S
11321,12,3329,A12O5SEIF162P8,B00290FKOU
11322,133,3329,A12O5SEIF162P8,B0085IQ1MA
11323,444,3329,A12O5SEIF162P8,B006JKQMC0
11325,510,3329,A12O5SEIF162P8,B00FW6RUIC
11326,647,3329,A12O5SEIF162P8,B00006IF5Q
11327,1147,3329,A12O5SEIF162P8,B004E1L25S
11328,12,3381,A1MRRMHGV3PN5W,B00290FKOU
11329,64,3381,A1MRRMHGV3PN5W,B00006IBV7
11330,130,3381,A1MRRMHGV3PN5W,B000ANLD1M
11331,178,3381,A1MRRMHGV3PN5W,B002JG0DMS
11332,253,3381,A1MRRMHGV3PN5W,B0055CAS1O
11334,300,3381,A1MRRMHGV3PN5W,B00006B8G0
11335,353,3381,A1MRRMHGV3PN5W,B004EWL86A
11336,358,3381,A1MRRMHGV3PN5W,B000MFHX3U
11337,411,3381,A1MRRMHGV3PN5W,B00004Z5QO
11338,441,3381,A1MRRMHGV3PN5W,B002M835HI
11339,447,3381,A1MRRMHGV3PN5W,B003H04AEM
11341,515,3381,A1MRRMHGV3PN5W,B0039N3QO2
11342,525,3381,A1MRRMHGV3PN5W,B004VJSFA8
11343,591,3381,A1MRRMHGV3PN5W,B005MR4QLU
11344,612,3381,A1MRRMHGV3PN5W,B000087KUA
11345,651,3381,A1MRRMHGV3PN5W,B00FW6S3P6
11346,818,3381,A1MRRMHGV3PN5W,B00ASHH602
11349,1272,3381,A1MRRMHGV3PN5W,B0032OREFU
11351,12,3443,A1VXIY1511XQK2,B00290FKOU
11353,58,3443,A1VXIY1511XQK2,B000X8U4KU
11358,764,3443,A1VXIY1511XQK2,B00COHALXI
11359,877,3443,A1VXIY1511XQK2,B0013CQ38W
11360,1120,3443,A1VXIY1511XQK2,B0039MZZGK
11361,12,3482,AG71XMQGQ2UTJ,B00290FKOU
11362,32,3482,AG71XMQGQ2UTJ,B002K9M8RC
11364,49,3482,AG71XMQGQ2UTJ,B003VQHSXW
11365,63,3482,AG71XMQGQ2UTJ,B003T3E2CW
11366,171,3482,AG71XMQGQ2UTJ,B008587M7I
11367,258,3482,AG71XMQGQ2UTJ,B00006B8GI
11368,272,3482,AG71XMQGQ2UTJ,B0035FX5MC
11369,307,3482,AG71XMQGQ2UTJ,B002M1LG76
11370,349,3482,AG71XMQGQ2UTJ,B00FW6RS48
11372,466,3482,AG71XMQGQ2UTJ,B00347A8GC
11374,544,3482,AG71XMQGQ2UTJ,B004FQRW9W
11375,581,3482,AG71XMQGQ2UTJ,B003KGBGO0
11376,587,3482,AG71XMQGQ2UTJ,B0039N7EI6
11377,615,3482,AG71XMQGQ2UTJ,B0012YXVGI
11378,727,3482,AG71XMQGQ2UTJ,B00007FGS5
11379,889,3482,AG71XMQGQ2UTJ,B0000C0CJQ
11382,1153,3482,AG71XMQGQ2UTJ,B00466887G
11384,12,3508,AYTKUTAP0VA53,B00290FKOU
11386,74,3508,AYTKUTAP0VA53,B004412E8W
11387,324,3508,AYTKUTAP0VA53,B002ECFIDG
11388,545,3508,AYTKUTAP0VA53,B002M7VZXA
11389,1305,3508,AYTKUTAP0VA53,B004QM8J8S
11390,1452,3508,AYTKUTAP0VA53,B005IV6U0U
11392,32,81,A2IFKH3TJ10387,B002K9M8RC
11393,42,81,A2IFKH3TJ10387,B00G411O8G
11394,46,81,A2IFKH3TJ10387,B000WU4H5C
11396,81,81,A2IFKH3TJ10387,B005X9VZ70
11397,88,81,A2IFKH3TJ10387,B008I213WQ
11398,90,81,A2IFKH3TJ10387,B000093L25
11399,98,81,A2IFKH3TJ10387,B00CLV8ZIU
11400,105,81,A2IFKH3TJ10387,B008DF54N2
11401,130,81,A2IFKH3TJ10387,B000ANLD1M
11402,149,81,A2IFKH3TJ10387,B000ZHB2HS
11403,200,81,A2IFKH3TJ10387,B00004Z69W
11404,217,81,A2IFKH3TJ10387,B00AQ2AGRY
11405,378,81,A2IFKH3TJ10387,B00D7NYF62
11407,484,81,A2IFKH3TJ10387,B000J07BRQ
11408,511,81,A2IFKH3TJ10387,B00DY1HTTM
